product_id,battery_capacity_mah_,headphone_form_factor,waterproof_standard,brand_name,volume_control,battery_indicator,charging_interface_type,chipset,codecs,game_atmosphere_light,material,private_mold,product_name,sound_quality,charging_time,control_method,wireless_delay_time,battery_charging_time
1601520595064,200-500mah,In ear,IPX-3,,No,LED,,,,,,,,,<1H,,51-60 ms,1-3 hours
1600264299743,1000-2000mah,,IPX-5,oem,,Digital Display,Type-C,,AAC,Single Color,ABS Plastic,Yes,TWS Headphones,,,Touch Control,,1-3 hours
1601615482109,200-500mah,,IPX-4,YSS,,LED,Type-C,,AAC,,Plastic,Yes,,,,,41-50 ms,1-3 hours
1601533893899,500mah,Ear-hook,IPX-7,,Yes,LED,Type-C,JL,,,ABS+PC,Yes,,,,,30 Ms,1-3 hours
1601649242414,200-500mah,In ear,IPX-4,VINOP or OEM,Yes,LED,Type-C,Bluetrum,AAC,Single Color,ABS,Yes,ANC Blue tooth Earbuds,"Bass Boost, High Fidelity (Hi-Fi), Stereo, Studio Level, Surround Sound",1 hour,Touch Control,less than 30 ms,1-3 hours
1601697500809,200-500mah,In ear,IPX-4,,,,Type-C,,,,,,TWS Earbuds,,,,,
1601046769292,about 600mah,In ear,IPX-6,,,LED,,,,,,,TWS Headphones,,1.5 Hours,,less than 30 ms,
1601411498281,250,,IPX-5,,,LED,Type-C,zhongke,,,ABS,No,,,,Touch Control,31-40 ms,1-3 hours
1601411564367,55mAh,Ear-hook,IPX-5,sanvnet,Yes,LED,Type-C,JL,,,ABS,Yes,X31,,1-2 hours,Touch Control,31-40 ms,1-3 hours
1600687944521,50mah,,IPX-5,KO-STAR,,LED,Type-C,JL,,,ABS+Metal,yes,TWS Earbuds,,1.5 hours,Touch Control,less than 30ms,1-3 hours
1601080581179,130mAh,In ear,IPX-4,,Yes,LED,Micro USB,Other,,No Light,Plastic,No,TWS Earbuds,High Fidelity (Hi-Fi),,Button Control,less than 30 ms,1-3 hours
1601733119725,200-500mah,,No,,,Digital Display,Type-C,Bluetrum,,,ABS + PU Leather,,,HiFi Stereo Sound,,Touch Control,,1-3 hours
1601592594044,220mAh,In ear,IPX-5,Ruiforlove,No,LED,Type-C,BK3266,AAC,RGB,Plastic,No,TWS Earbuds,,1~2 Hours,Button Control,less than 30 ms,1-3 hours
1601128003060,600mAh,,IPX-4,,,,,JL,,,Airoha Chipset,yes,S20 earbuds,,,,,
1601060527686,,,IPX-5,,,,,Blurtrum,,,ABS+PC,Yes,M39 Wireless earbuds,,,,,
1600768425275,250,In ear,IPX-4,,,Digital Display,,JL,,,ABS,,,,1-2 hours,,,
1601612312862,200-500mah,In ear,IPX-6,Handodo,Yes,LED,Type-C,,,,Plastic,Yes,,,,,less than 30 ms,1-3 hours
1600461874805,250mah,,IPX-4,HY,,LED,,JL,,,ABS+PC,Yes,,,1h,,30 Ms,
1601199534938,350,In ear,IPX-4,,,Digital Display,,JL,,,ABS,,V8  Wireless earphones,,,,,
1601057842893,300mAh,,IPX-7,JXY,,Digital Display,,JL,,,ABS,Yes,TWS Earbuds,,1.5 Hours,,less than 30 ms,
1601420995590,200-500mah,Semi-in-ear,IPX-5,,Yes,LED,Type-C,JL,"AAC, Sbc",,"Plastic, ABS",Yes,J11pro 4 Mic TWS Earbuds,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo",,Touch Control,31-40 ms,1-3 hours
1601016802882,200-500mah,In ear,IPX-4,,,Digital Display,,JL,,RGB,,,,,,,41-50 ms,
1601650141951,200-500mah,In ear,IPX-2,none,Yes,Digital Display,Type-C,JL,AAC,Single Color,ABS,No,TWS Wireless Earbuds,High Fidelity (Hi-Fi),,Touch Control,less than 30 ms,1-3 hours
1601617401883,350,,IPX-5,NO,,LED,TYPE-C,JL,AAC,No Light,ABS+PC,Yes,,High-definition,1-2 Hours,Touch,31-40 ms,1-3 hours
1601651154240,200-500mah,Ear-hook,IPX-4,,Yes,LED,Type-C,,,,ABS Plastic,,TWS Wireless Earbuds,,1-2 Hours,Touch Control,,1-3 hours
1601173940209,"30, 350",In ear,IPX-7,,Yes,Digital Display,Type-C,JL,,,ABS+PC,No,,,1.5 Hour,Touch Control,41-50 ms,1-3 hours
1601165077941,200-500mah,,IPX-4,HOEXI,,LED,Type-C,JL,,Single Color,Plastic,No,,"High Fidelity (Hi-Fi), Bass Boost, Surround Sound, Stereo, Studio Level",1.5hours,Touch Control,less than 30ms,1-3 hours
1601236564672,500mAh,In ear,IPX-4,,Yes,Digital Display,Type-C,JL,,No Light,Plastic,No,TWS Earbuds,"High Fidelity (Hi-Fi), Surround Sound",,Touch Control,31-40 ms,1-3 hours
1601369012538,≤109+3dBSPL,,IPX4 Splash-proof,Tomore,,,,,,,,,,,,,,
10000026512751,,,,OEM/ODM,,,,,,,,,Hearing Aid,,,,,
1601518685958,,Isulative Plastic Headband,Yes,J&Y,,,,,,,ABS,,earmuffs noise cancelling,,,,,
10000023441338,300mah,In ear,IPX-6,besteye,Yes,Digital Display,,JL,,,plastic,Yes,,,,,31-40 ms,1-3 hours
10000021509079,300mAH,In ear,IPX-4,jinhang,Yes,LED,Type-C,Others,LHDC,Single Color,pvc+abs,,In Ear Noise Cancelling Earphone,High Fidelity (Hi-Fi),1-2 Hours,,30 Ms,1-3 hours
1601748894492,,On Ear,IPX-4,OEM,,,,Other,,,ABS+PU,Yes,USB Headphones for PC Computer,,,button,,
10000009977525,,,IPX-6,WEI-SOUND,Yes,,,-,,,,,,,,,,
10000009909514,,,IPX 0,KZ,No,Digital Display,L curves,PixArt,Sbc,No Light,,Private Mold,KZ ZSN Pro With Mic Earbuds,,,in-ear,Wired,1-3 hours
1601667381290,300,In ear,IPX-4,,Yes,Digital Display,Type-C,Others,,,Other,Yes,,,,,31-40 ms,3-5 hours
10000009899568,,In ear,IPX 0,KZ,No,no light,Other,,None,No Light,Metal,No,KZ ZSN Pro With Mic Earbuds,,,Button Control,less than 30 ms,
1601678656945,<200mah,In ear,IPX-2,RayTalk,No,No,Proprietary Ports,others,AAC,,,No,,,1-3 hours,Touch Control,30 Ms,1-3 hours
1601461515075,1.2,In ear,No,PIVA,,,,Other,None,Multicolor,Plastic,Private Mold,,,,,Wired,
10000008136906,<200mah,,IPX-5,OEM,,Digital Display,Type-C,JL,APT-X,,ABS+PC,Yes,BPG TWS Earbuds,,,,,1-3 hours
1601596792958,500,Over ear,IPX-5,ES,Yes,LED,Type-C,Jl,None,RGB,Abs,Yes,,80,,Touch control,30 Ms,1-3 hours
1601570371303,200-500mah,Ear-hook,IPX-2,Ultra Open Earbuds,No,LED,Type-C,Others,None,No Light,Plastic,No,TWS Earphone Ultra Open EarBuds,Stereo,,Voice Control,less than 30 ms,1-3 hours
10000004404586,1000-2000mah,In ear,IPX-7,Casun,Yes,,,,,,ABS+PC,Yes,TWS True Wireless Stereo earphone waterproof bluetooth earbuds,,,,,
1601461359212,1.7M,In ear,No,PIVA,,,,Others,None,,PVC,Yes,,,,,,
1700003535214,500-1000mah,,IPX-5,Digital Exports or your own brand!,No,,,,,,,,,,,,,
1601345085471,,,,Goodmi,,,,,,,ABS,,360BT BTE hearing aid,,,,,
1700003503489,,,IPX-5,Digital Exports or your own brand!,,,,,,,,,,,,,,
1601734896487,1000-2000mah,In ear,IPX-6,,Yes,Digital Display,Type-C,Brutlum,None,No Light,Plastic,No,,Bass Boost,,Touch Control,31-40 ms,5-7 Hours
1601742465669,25mah/380mah,In ear,IPX-4,KINGSTAR,Yes,LED,Type-C,JL,,,ABS,Yes,TWS Earphones,,,"Touch Control, App Control",,1-3 hours
1601691183755,200-500mah,Ear-hook,IPX-4,suti,Yes,LED,Type-C,Loda,LHDC,Single Color,Metal,No,,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,3-5 hours
1601742285528,200-500mah,In ear,IPX-5,KINGSTAR,Yes,LED,Type-C,JL,,No Light,Plastic,,TWS Earbuds,Stereo,2-3 Hours,Touch Control,less than 30 ms,1-3 hours
1601289415364,,Semi-in-ear,IPX-2,VORMOR,,,,MTK,,,Plastic,Yes,,,,Yes,,
1601741051011,200-500mah,In ear,IPX-7,other,Yes,LED,Type-C,Other,None,,Plastic,Yes,,,1-3H,App Control,less than 30ms,1-3 hours
1600387507527,,,,Dive&Sail,,,,,,,3 mm,,,,,,,
1601741046918,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,JL,AAC,No Light,Plastic,Yes,,Stereo,,Touch Control,less than 30 ms,1-3 hours
1600966845287,,,,,,,,,,,Cotton,,3D Sleep Aid Bluetooth Musical Eye Mask,,,,,
1601741016320,200,Semi-in-ear,IPX-4,Kunai,Yes,Digital Display,Type-C,JL,,,Plastic,No,X87 TWS Wireless Earbuds,High Fidelity (Hi-Fi),,Touch Control,less than 30 ms,1-3 hours
1601710389137,8GB EMMC,,IP68,fancyview,,,,JL7018F,,,PVC,,Ai Smart Glasses,,,,,
1601740931909,200-500mah,In ear,IPX-7,other,Yes,LED,Type-C,Other,None,,Plastic,Yes,,,1-3H,App Control,less than 30ms,1-3 hours
1601032385892,,,,Dreamlight or Custom Logo,,,,,,,,,3D Sleep Aid Bluetooth Musical Eye Mask,,,,,
1601740776995,200-500mah,In ear,IPX-4,None,,Digital Display,Type-C,,,,Plastic,,,,,Touch Control,,1-3 hours
1601348350558,,,,joyofswim,,,,,,,PP+TPE,,"Swimming non-slip nose clip, silicone earplugs",,,,,
1601740611364,200-500mah,,IPX-4,other,,Digital Display,Type-C,JL,,Single Color,Plastic,No,,High Fidelity (Hi-Fi),,"App Control, Touch Control",30 Ms,1-3 hours
1601740372415,200-500mah,,IPX-4,,,Digital Display,Type-C,,,,Plastic,Yes,,Stereo,,Button Control,less than 30ms,1-3 hours
1601728448836,,Over Ear,IPX 0,,Yes,LED,Type-C,,Sbc,,"Leather, Plastic",Yes,,Surround Sound,,"Button Control, Touch Control",less than 30 ms,1-3 hours
1601740322148,2000-3000mah,In ear,IPX-4,other,No,LED,Type-C,JL,AAC,No Light,Plastic,Yes,,High Fidelity (Hi-Fi),,App Control,30 Ms,1-3 hours
1601715637040,,,Ip67,FancyView,,,,JL7018F,,,Metal,,Smart Glasses,,,,,
1601740031217,400mAh,In ear,IPX-7,,Yes,Digital Display,Type-C,JL,,,Plastic,No,,"High Fidelity (Hi-Fi), Stereo, Surround Sound",,Touch Control,41-50 ms,1-3 hours
11000034056877,1000-2000mah,In ear,IPX-5,,,LED,Type-C,,,,,,,Surround Sound,,App Control,,1-3 hours
1601740424811,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,Airoha,AAC,No Light,Plastic,Yes,,High Fidelity (Hi-Fi),,Touch Control,less than 30 ms,1-3 hours
1601731038101,1000-2000mah,In ear,IPX-7,,Yes,LED,Type-C,,,,,Yes,,High Fidelity (Hi-Fi),,,,1-3 hours
1601250653477,200-500mah,Ear-hook,IPX-4,,,LED,,JL,,,,,,,1H(Earbud)1.5H(Charging Case),,,
1601411762232,200-500mah,In ear,IPX-4,Genai,Yes,LED,Type-C,JL,,,Metal,Yes,,,,Touch Control,less than 30 ms,1-3 hours
1601579961167,200-500mah,In ear,IPX-3,S510,Yes,Digital Display,Type-C,JL,LHDC,No Light,Plastic,Yes,,"Surround Sound, Stereo",,Button Control,31-40 ms,1-3 hours
1601641467124,300,In ear,IPX-5,,,LED,,JL,,,ABS,No,,,,,above 60 ms,
1601682531331,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,Other,,No Light,Plastic,,,High Fidelity (Hi-Fi),,Touch Control,31-40 ms,1-3 hours
1601024055188,200-500mah,In ear,IPX-7,handsfree earphones,No,LED,Wireless Charging,JL,None,No Light,Plastic,No,,Stereo,,Button Control,41-50 ms,1-3 hours
1601216763484,,,IPX-5,,,,,,,,ABS+TPE,No,TWS Earbuds,,,,31-40 ms,
1601558992309,200-500mah,In ear,IPX-6,AIR,Yes,LED,Type-C,ZHONGKE,None,No Light,Plastic,Yes,,High Fidelity (Hi-Fi),,App Control,31-40 ms,1-3 hours
1601444552106,200-500mah,Ear-hook,IPX-5,Hishell/OEM/ODM,Yes,Digital Display,Type-C,,,,ABS,No,,High Fidelity (Hi-Fi),,Button Control,31-40 ms,1-3 hours
1601651599974,40mAh/600mAh,,IPX-5,,,LED,Type-C,Bluetrum,"AAC, Sbc",No Light,Plastic Earphone,Yes,Ear Earphone,High Fidelity (Hi-Fi),1-3h,Button Control,less than 30ms,1-3 hours
1601615660381,200-500mah,In ear,IPX-5,Wedtserha,No,Digital Display,Type-C,AD83D2/AB5756T,AAC,No Light,Plastic,Yes,,High Fidelity (Hi-Fi),,Touch Control,less than 30 ms,1-3 hours
1601219015288,300mAh,In ear,IPX-4,,Yes,Digital Display,Type-C,JL,,No Light,Plastic,No,TWS Earbuds,"High Fidelity (Hi-Fi), Surround Sound",,Touch Control,31-40 ms,1-3 hours
1601677319293,200-500mah,Ear-clip,IPX-5,AIROHA,Yes,Digital Display,"Type-C, Wireless Charging, magnetic charging",Airoha,Apt-X HD,Single Color,Plastic,Yes,TWS Wireless Earbuds,"High Fidelity (Hi-Fi), Studio Level, Surround Sound",2hours,Touch Control,less than 30 ms,1-3 hours
1601568923262,200-500mah,Ear-hook,IPX-8,ES-O02 OWS Headset with ENC,Yes,Digital Display,Type-C,AB5756C,APT-X,,ABS,Yes,ES-O02 OWS Headset,,1-2 H,Touch Control,,1-3 hours
1601520649069,200-500mah,Ear-hook,No,,No,,,,,,Plastic,,,,1-3H,,,
1601522967831,200-500mah,In ear,IPX-4,,Yes,LED,Type-C,Bluetrum,LHDC,,ABS,No,,Stereo,,Touch Control,above 60 ms,1-3 hours
1601426021962,200-500mah,In ear,IPX-6,keyway,Yes,Digital Display,Type-C,Others,LHDC,,Plastic,No,Headset,High Fidelity (Hi-Fi),,App Control,31-40 ms,1-3 hours
1601255141306,300mah,Ear-hook,IPX-5,Xintu,Yes,LED,Type-C,Blurtrum,,,ABS,Yes,,Stereo,0.5h/1h,Touch Control,51-60 ms,1-3 hours
1601676407545,200-500mah,,No,,,,,,,,,,Earphone,,,,,
1601382490941,25mah,In ear,IPX-4,,Yes,Digital Display,Type-c,Others,,,Plastic,Yes,,,,,30 Ms,1-3 hours
1601597076233,500mah,In ear,IPX-8,,Yes,Digital Display,Type-C,Bluetrum,AAC,Single Color,Plastic,Yes,,Surround Sound,,,31-40 ms,1-3 hours
1601454868427,200-500mah,Ear-hook,IPX-6,silver deer,Yes,Digital Display,Type-C,,,,ABS,Yes,,,1-3H,Touch Control,,1-3 hours
1601659211364,500-1000mah,,IPX-7,M18,,Digital Display,TYPE-C,Other,AAC,No Light,ABS,No,,Stereo,,Touch Control,above 60 ms,1-3 hours
1601361236956,40mAh(each earphone),Ear-hook,IPX-5,,Yes,Digital Display,,,,,,,,,about 2 hours,,,
1601700953992,200mch,Ear-clip,IPX-5,VINOP,Yes,LED,Type-C,Bluetrum,AAC,,ABS+PC,Yes,RGB TWS In-Ear Blue-tooth Earbuds,,<1H,Touch Control,less than 30ms,1-3 hours
1601276251244,320,In ear,IPX-4,OEM,Yes,Digital Display,,JL,,,plastic,Yes,,,,,51-60 ms,1-3 hours
1601615774134,40mah(each earphone),Ear-hook,Life-level,OEM,Yes,Digital Display,,Bluetrum,,,,,,,1-2h,,,
1601725262320,200-500mah,In ear,IPX-4,,,,,,,,,,,,,,,
1601339834440,earbuds Battery capacity 40mAh,In ear,IPX-4,RXT,Yes,LED,,JL,,,aluminum alloy,Yes,TWS earbuds with Metal Charging Case,,,,31-40 ms,1-3 hours
1601648557590,650mAh,In ear,IPX-5,OEM/ No Brand,Yes,LED,Type-C,JL,"AAC, Sbc",No Light,Plastic,Yes,Hot selling wireless earbuds with Quad Mic ENC,Bass Boost,,Touch Control,41-50 ms,1-3 hours
1601104074613,200-500mah,Ear-hook,IPX-6,ZTX,,,≤40mA,,,,,,YKK-Q25 TWS Earphones,,about  1-2 hours,,,1-3 hours
1601116685537,400mAh,,IPX-5,OEM,,Digital Display,,JL,,,ABS,Yes,,,1-2H,,51-60 ms,5-7 Hours
1601447933428,650mAH,,IPX-7,OEM,,LED,Type-C,JL,AAC,,ABS,Yes,,High Fidelity (Hi-Fi),about 1.5h,Touch Control,41-50 ms,1-3 hours
1600829447145,200-500mah,,IPX-5,Neutral,,LED,Type-C,JL,,RGB,ABS,Yes,Wireless Earphones,"Stereo, High Fidelity (Hi-Fi)",,Touch Control,30 Ms,1-3 hours
1601642689910,200-500mah,,IPX-5,OEM,,Digital Display,Type-C,JL,,,ABS,Yes,,,,,31-40 ms,1-3 hours
1601464061802,33mah,Ear-hook,IPX-4,oem,Yes,Digital Display,Type-C,Bluetrum,"LHDC, AAC",,Plastic,Yes,,,1-3H,Touch Control,30 Ms,1-3 hours
1601545379431,200-500mah,Semi-in-ear,IPX-5,MORE SPORT,Yes,LED,Type-C,JL,APT-X,No Light,ABS,Yes,J5 ENC TWS Earbuds,"Stereo, High Fidelity (Hi-Fi)",,Touch Control,above 60 ms,1-3 hours
1601658528795,,On Ear,IPX-5,OEM,Yes,LED,Type-C,JL,,,Plastic,No,,High Fidelity (Hi-Fi),1-2 hours,App Control,less than 30 ms,1-3 hours
1601612743462,530mah,In ear,IPX-5,HuaShanQi,Yes,,Type-C,,APT-X,No Light,PC,Yes,,,,,less than 30 ms,1-3 hours
1601627083337,Inspection,,,,,,,,,,,,Cargo purchasing agent,,,,,
1601419845515,,,,TIYPEOR,,,,,,,ABS,,,,,,,
11000017490023,600 mAh,,IPX-4,OEM,,LED,,Blurtrum,,,ABS,Yes,TWS Earbuds,,1-2 Hours,,31-40 ms,3-5 hours
1601201336427,320mAh,Over Ear,IPX-1,AKaudio,,,,Qualcomm,"aptX, aptX Low Latency, AAC, SBC",,,Yes,,,2-3 hours,,,
1601004056791,300mAh,Ear-clip,IPX-5,Langsdom,Yes,LED,Type-C,Bluetrum,"AAC, APT-X",No Light,Plastic,Yes,Audifonos Earphones,"Surround Sound, Stereo, Studio Level",1.5 Hours,"App Control, Voice Control, Touch Control",31-40 ms,1-3 hours
1601701594837,<200mah,,IP66,Gainstrong,Yes,,,,,,,,,,1.5 Hours,,,
1601615985100,200-500mah,In ear,IPX-6,One Two,Yes,LED,Type-C,Others,None,Single Color,Abs,Yes,,Stereo,,Touch control,30 Ms,1-3 hours
1601026770655,600mAh,over ear,IPX-1,ODM/OEM,Yes,Digital Display,"Micro USB, Type-C",,"AAC, APT-X, Apt-X HD, Sbc",,,Yes,Bluetooth LE Audio Hybrid ANC Headphone,,,"Touch Control, Button Control",,1-3 hours
1600662697459,,,IPX-2,buletiger,,LED,,QCC3040,APT-X,No Light,,Yes,,,2 Hours,,41-50 ms,
1601606099530,200,,IPX-5,None,,LED,Type-C,JL,None,Single Color,Abs,No,,High definition,,Touch Control,30 Ms,1-3 hours
1601698874534,,,,,,,,,,,"OK cloth, SBR, Nylon, EVA",,skiing knee pads,,,,,
1601020271884,200-500mah,In ear,IPX-5,OEM ODM,,LED,,,SBC,,ABS+PVC,Yes,,,1~2 hours,,51-60 ms,
1601731533493,,,,SOUYI,,,,,,,"ABS Plastic, Silicone",,,,,,,
1601516203929,200-500mah,Semi-in-ear,IPX-5,es,Yes,Digital Display,Type-C,JL,,No Light,Plastic,No,,Stereo,,Touch Control,less than 30 ms,1-3 hours
1601648890033,200-500mah,In ear,IPX-4,,Yes,Digital Display,Type-C,Other,,,Plastic,,,,,,less than 30 ms,1-3 hours
1601640122890,200-500mah,,IPX-8,Qym,,Digital Display,Type-C,JL,AAC,No Light,Plastic,No,Q86 Wireless Earbuds,High Fidelity (Hi-Fi),,Touch Control,less than 30ms,1-3 hours
1601157752676,300mAh,In ear,IPX-6,BAOLI,Yes,LED,,JL,,,ABS+PC,Yes,TWS Earphone,,1 Hour,,less than 30 ms,
1600303540197,<200mah,Ear-hook,IPX-7,oem,Yes,LED,Type-C,Actions,Sbc,,"Plastic, PVC",Yes,,,1-3H,Button Control,31-40ms,1-3 hours
1601617684192,200-500mah,,IPX-5,Neutral Package / Customized Logo,,LED,Type-C,JL,AAC,Single Color,Plastic,Yes,,"High Fidelity (Hi-Fi), Stereo, Surround Sound",,Touch Control,41-50 ms,1-3 hours
1601384385670,,,,VOHOM,,,,,,,,,,,1.5-2H,,,
1601726573384,,,,Souyi,,,,,,,"ABS Plastic, Silicone",,,,,,,
1600206224823,3.0V-4.2V,,IPX-7,,,LED,,,,Single Color,High Quality ABS,,,,40-50mins,,less than 30 ms,1-3 hours
62357800824,<200mah,Ear-hook,IPX-5,ALOVA,Yes,LED,magnetic charging,DSP,"AAC, Sbc",,"ABS, PC",Yes,Bone Conduction Sound Amplifier Headphones,,2 hours,"Button Control, App Control",51-60 ms,1-3 hours
1601575211238,200-500mah,Ear-hook,IPX-5,Linx / OEM,Yes,Digital Display,Type-C,JL,,,abs,Yes,,,1-3H,Touch Control,less than 30 ms,1-3 hours
1601383260412,<200mah,Ear-hook,IPX-5,ALOVA,Yes,LED,Type-C,DSP,"AAC, Sbc",,"ABS, PC",Yes,,,50 minutes,"App Control, Button Control",above 60ms,1-3 hours
1601723390849,200-500mah,In ear,IPX-5,OEM,,LED,Type-C,JL,,Single Color,abs,No,,,,,,
1601653575058,<200mah,,IP66,Hearit.ai,Yes,Digital Display,,Other,,,,No,Wireless Earphone,,1.5 Hours,,,
1601606462099,220mAh,In ear,IPX-4,,Yes,,,,,,PC,,,,,,,
1601698849651,,,,,,,,,,,"OK cloth, SBR, Nylon, EVA",,skiing knee pads,,,,,
1601277566061,,,,VOHOM,,,,,,,,,,,,,,
1600825213907,,,IPX-5,MYS,Yes,LED,,JL,APT-X,No Light,ABS+PVC,Yes,,,1-2 Hours,,51-60 ms,
1601627099853,,,,,,,,,,,,,Cargo purchasing agent,,,,,
1601664839395,200-500mah,,IPX-2,OEM,,Digital Display,Type-C,JL,AAC,No Light,Plastic,Yes,,High Fidelity (Hi-Fi),,Button Control,41-50 ms,1-3 hours
1600505386989,,,IPX-3,OEM/ODM,Yes,LED,,8926B2,AAC,no light,,No,,,2.5 Hours,,less than 30 ms,
1600937716704,1200,In ear,IPX-5,Dodoup,,Digital Display,,Other,AAC,single color,Plastic,No,,,,,above 60 ms,
1601004493205,<200mah,Ear-hook,IPX-5,ALOVA,Yes,LED,magnetic charging,DSP,"AAC, Sbc",,"ABS, PC",Yes,Bone Conduction Sound Amplifier Headphones,,2 hours,"App Control, Button Control",51-60 ms,1-3 hours
1601404704399,,,,,,,,,,,,,Cargo purchasing agent,,,,,
1601632674811,200-500mah,,IPX-4,aiweiyi,,LED,Type-C,Other,None,Single Color,Plastic,Yes,,High Fidelity (Hi-Fi),,Button Control,30 Ms,1-3 hours
1601695144471,,,IPX-4,,,,,Bluetrum,,,,,,,About 2 hours,,,
1601730276173,500-1000mah,In ear,IPX-5,,Yes,LED,Type-C,,,,Plastic,No,,,1-3H,Touch Control,41-50 ms,1-3 hours
1600976026998,,,IPX-7,OEM,Yes,Digital Display,,JL,,,Plastic,No,OEM TWS,,1-2 Hours,,51-60 ms,
1600454592235,,,IPX-4,OEM,,LED,,,,Multicolor,ABS+Silicone,,LED wireless earbuds with microphone,,1-2 Hours,,,
1601399940693,180MAH,,IPX-4,REDEGG,,LED,Type-C,AB,,,Plastic,Yes,TWS Earbuds,,,Button Control,51-60 ms,1-3 hours
1601676325551,200-500mah,,No,,,,,,,,,,Earphone,,,,,
1601284750141,,,,,,,,,,,,,,,,,,
1601266731319,200-500mah,,IPX-4,YSS,,Digital Display,,,AAC,Single Color,ABS Plastics,No,Wireless Bluetooth Headphone,,,Touch Control,41-50 ms,1-3 hours
1601381791592,Earbuds: 50mAh,Ear-hook,IPX-5,YISSIY/Customized Logo,Yes,Digital Display,Type-C,Bluetrum,"AAC, Sbc",,"ABS, PC",Yes,New Design Fingertip Gyro TWS Q93 OWS HiFi Sports Earphones,,1-3H,Touch,less than 30ms,1-3 hours
1601371315380,300mah,Ear-clip,IPX-4,Langsdom,Yes,LED,Type-C,Bluetrum,AAC,,ABS,Yes,Sport Bluetooth Earbuds,,1-2 Hours,"Touch Control, Voice Control, App Control",51-60 ms,1-3 hours
1601597965960,200-500mah,In ear,IPX-8,Shokz,Yes,LED,Type-C,Others,None,,Silicone,No,,,3-5 hours,Touch control,30 Ms,1-3 hours
1600696519704,500mah,In ear,IPX-6,dgyh,Yes,Digital Display,,JL,,,abs,No,,,,,51-60 ms,1-3 hours
10000025213382,,,,WG,,,,,,,,,,,,,,
1601724964863,200-500mah,,IPX-5,,,LED,Type-C,,,Single Color,Plastic,No,,Stereo,,Button Control,,1-3 hours
1601458783949,,,,Tennis Sneakers,,,,,,,PVC,,Tennis Shoes,,,,,
1601432277975,28/200mah,,IPX-5,HRX,,Digital Display,Type-C,5656,,,Other,Yes,S510  Earbuds,Stereo,1.5 Hours,Touch Control,30 Ms,1-3 hours
1600752598169,,,,,,,,,,,,,Wireless Bluetooth Headphone,,,,,
1601636372045,,,,Fashion  Tennis Shoes,,,,,,,PVC,,Tennis Shoes,,,,,
1601588088773,400mAh,In ear,IPX-4,SIO,No,Digital Display,TYPE-C,JL,AAC,Single Color,ABS+PVC,Yes,,3D,,ANC Wireless earphones,31-40 ms,1-3 hours
1601676234098,200-500mah,In ear,IPX-6,Neutral,Yes,LED,Type-C,JL,,No Light,ABS,No,,"High Fidelity (Hi-Fi), Stereo, Surround Sound",,Touch Control,30 Ms,1-3 hours
1600429383570,RMS 10mW x 2,,,TZ,,,,,,,50% Polyester + 50% Lycra,Yes,Earphone eye mask,,120 Minutes,,,
1601064317846,,,IPX-4,OEM/ODM,,Digital Display,,JL,,,ABS,,,,,,30 Ms,
1601679773438,≤36V,,,Delta Plus,,,,,,,ABS,,INTERLAGOS NB2 Earmuffs,,,,,
1601280570158,300Mah,In ear,IPX-6,ORPHIE,Yes,Digital Display,,JL,,,abs,No,Wireless earbuds,High Fidelity (Hi-Fi),450 Hours,Touch Control,less than 30 ms,1-3 hours
1601685977558,,,,QZT,,,,,,,,,,,,,,
1601722222676,200-500mah,Semi-in-ear,IPX-5,OEM,No,LED,TYPE-C,JL,AAC,No Light,ABS,No,,3D,,Touch Control,30 Ms,1-3 hours
1601728589169,,,IPX 0,,Yes,LED,Type-C,,,,Plastic,Yes,,,,,less than 30 ms,1-3 hours
1601687978111,200-500mah,In ear,IPX-6,,,,,,AAC,,,,,High Fidelity (Hi-Fi),,,,1-3 hours
1601166341808,,,,CXXM,,,,,,,,,,,,,,
1601294797462,200mAh,In ear,IPX-4,,Yes,Digital Display,Type-C,Latest Jieli Chip,,,ABS Plastic,Yes,,,1-2 Hours,,31-40 ms,1-3 hours
1601381310825,,,,Synco,,,,,,,Plastic,Yes,,110 dB,,,,
1601611595911,40mAh/600mAh,,IPX-5,,,LED,Type-C,Bluetrum,"AAC, Sbc",No Light,Plastic Earphone,Yes,Ear Earphone,High Fidelity (Hi-Fi),1-3h,Button Control,less than 30ms,1-3 hours
1601237461793,,,,HUMTTO,,,,,,,EVA,,,,,,,
1601155836768,,In ear,IPX-5,no,Yes,Digital Display,,JL,,Single Color,Plastic,No,,,,,41-50 ms,1-3 hours
1601614695016,,In ear,IPX-4,HCINOO,,,,Other,AAC,,TPE+ABS+aluminum alloy,Yes,,,,,,
1601260795087,200-500mah,,IPX-7,,,Digital Display,Type-C,JL,,Single Color,Plastic,Yes,Earhead wireless A520 earbuds IPX7 Hanging Ears Earhook,Stereo,about 2 hours,Touch Control,51-60 ms,1-3 hours
1601144120275,200-500mah,,IPX-5,BTNANFENG,,Digital Display,,Others,,,ABS,YES,,,,,31-40 ms,1-3 hours
